protein_id,family
AQRW01000167.1_22,PF01208.20
AQRW01000167.1_23,PF06253.14
AQRW01000170.1_9,PF00291.28
AQRW01000170.1_16,PF01837.19
AQRW01000173.1_13,PF01609.24
AQRW01000175.1_9,PF07885.19
AQRW01000176.1_3,PF09957.12
AQRW01000176.1_14,PF01402.24
AQRW01000177.1_4,PF00078.30
AQRW01000178.1_25,PF00528.25
AQRW01000184.1_5,PF00589.25
AQRW01000185.1_5,PF01037.24
AQRW01000190.1_49,PF04255.17
AQRW01000190.1_51,PF15919.8
DRTT01000110.1_14,PF01063.22
DRTT01000098.1_34,PF01196.22
DRTT01000098.1_37,PF00475.21
DRTT01000010.1_6,PF00953.24
DRTT01000143.1_10,PF02572.18
DRTT01000141.1_10,PF00834.22
DRTT01000121.1_6,PF02163.25
DRTT01000038.1_1,PF01016.22
DRTT01000175.1_12,PF02677.17
DRTT01000092.1_3,PF03334.17
DRTT01000092.1_7,PF01455.21
DRTT01000092.1_15,PF04023.17
DRTT01000164.1_15,PF01327.24
DRTT01000005.1_10,PF04246.15
DRTT01000052.1_9,PF00528.25
DRTT01000089.1_3,PF00072.27
DRTT01000158.1_5,PF01458.20
DRTT01000072.1_3,PF01618.19
DRTT01000072.1_7,PF03968.17
DRTT01000072.1_9,PF01351.21
DRTT01000072.1_12,PF00814.28
DRTT01000027.1_5,PF01734.25
DRTT01000080.1_2,PF00528.25
DRTT01000006.1_5,PF02277.20
DRTT01000004.1_7,PF00346.22
DRTT01000086.1_1,PF01106.20
DRTT01000180.1_5,PF09989.12
DRTT01000114.1_7,PF02780.23
DRTT01000104.1_5,PF01894.20
DRTT01000132.1_3,PF01268.22
DRTT01000137.1_1,PF03773.16
DRTT01000032.1_1,PF05221.20
DRTT01000145.1_1,PF00701.25
DRTT01000068.1_5,PF00528.25
DRTT01000069.1_4,PF03099.22
DRTT01000026.1_2,PF01165.23
DRTT01000042.1_2,PF02561.17
WALD01000007.1_8,PF01940.19
WALD01000009.1_8,PF04023.17
WALD01000015.1_5,PF00687.24
WALD01000017.1_16,PF00733.24
WALD01000019.1_8,PF08378.14
WALD01000025.1_2,PF01850.24
WALD01000031.1_5,PF01090.22
WALD01000034.1_1,PF03911.19
WALD01000034.1_2,PF07690.19
WALD01000034.1_6,PF06695.14
WALD01000036.1_6,PF09341.13
WALD01000036.1_7,PF01920.23
WALD01000040.1_11,PF04127.18
WALD01000042.1_1,PF00155.24
WALD01000045.1_9,PF01058.25
WALD01000045.1_12,PF00420.27
WALD01000050.1_2,PF00162.22
WALD01000050.1_15,PF01791.12
WALD01000050.1_16,PF00571.31
WALD01000051.1_6,PF04041.16
WALD01000060.1_5,PF03874.19
WALD01000064.1_3,PF02616.17
WALD01000066.1_2,PF01381.25
WALD01000068.1_6,PF00338.25
WALD01000071.1_13,PF01949.19
WALD01000071.1_19,PF00850.22
WALD01000077.1_1,PF01663.25
WALD01000078.1_6,PF01991.21
WALD01000078.1_9,PF01725.19
WALD01000078.1_19,PF13463.9
WALD01000078.1_28,PF04135.15
WALD01000080.1_9,PF09845.12
WALD01000080.1_13,PF06745.16
WALD01000080.1_26,PF04981.16
WALD01000080.1_27,PF00832.23
WALD01000083.1_1,PF00254.31
WALD01000084.1_5,PF02697.17
WALD01000089.1_2,PF00557.27
WALD01000103.1_8,PF01817.24
WALD01000107.1_5,PF01951.19
WALD01000107.1_6,PF01667.20
VGJA01000004.1_14,PF02223.20
VGJA01000004.1_16,PF00557.27
VGJA01000004.1_18,PF00368.21
VGJA01000011.1_9,PF01984.23
VGJA01000011.1_14,PF01248.29
VGJA01000018.1_1,PF02445.19
VGJA01000022.1_7,PF10633.12
VGJA01000023.1_10,PF00155.24
VGJA01000024.1_2,PF18895.3
VGJA01000025.1_8,PF00118.27
VGJA01000025.1_9,PF02289.19
VGJA01000039.1_1,PF13231.9
VGJA01000040.1_8,PF04055.24
VGJA01000050.1_1,PF09754.12
VGJA01000053.1_2,PF02219.20
VGJA01000057.1_8,PF01850.24
VGJA01000059.1_2,PF00149.31
VGJA01000060.1_3,PF18895.3
VGJA01000063.1_6,PF01092.22
VGJA01000064.1_5,PF01920.23
VGJA01000066.1_7,PF01977.19
VGJA01000070.1_3,PF01040.21
VGJA01000071.1_1,PF05559.14
VGJA01000071.1_4,PF04060.16
VGJA01000075.1_6,PF01992.19
VGJA01000080.1_7,PF00155.24
VGJA01000086.1_5,PF04032.19
VGJA01000088.1_3,PF02643.18
VGJA01000090.1_2,PF00072.27
VGJA01000092.1_1,PF00330.23
VGJA01000112.1_2,PF19027.3
VGJA01000116.1_1,PF08714.14
VGJA01000117.1_1,PF12849.10
VGJA01000146.1_5,PF01982.19
VGJA01000155.1_3,PF02636.20
VGJA01000159.1_3,PF05239.19
VGJA01000161.1_3,PF01199.21
VGJA01000170.1_2,PF10131.12
VGJA01000183.1_1,PF17884.4
VGJA01000183.1_4,PF01026.24
VGJA01000184.1_3,PF06745.16
VGJA01000185.1_2,PF06202.17
VGJA01000208.1_1,PF01327.24
WFPJ01000007.1_18,PF00318.23
WFPJ01000007.1_27,PF03167.22
WFPJ01000014.1_1,PF07642.14
WFPJ01000016.1_5,PF01895.22
WFPJ01000016.1_23,PF04187.16
WFPJ01000034.1_22,PF01106.20
WFPJ01000035.1_9,PF04892.15
WFPJ01000036.1_1,PF00294.27
WFPJ01000037.1_8,PF01313.22
WFPJ01000043.1_9,PF04166.15
WFPJ01000051.1_12,PF00155.24
WFPJ01000052.1_5,PF16694.8
WFPJ01000068.1_2,PF05168.17
WFPJ01000070.1_4,PF01850.24
WFPJ01000071.1_28,PF01593.27
WFPJ01000075.1_11,PF00072.27
WFPJ01000075.1_18,PF01903.20
WFPJ01000075.1_21,PF07282.14
WFPJ01000077.1_10,PF00348.20
WFPJ01000083.1_4,PF01618.19
WFPJ01000083.1_6,PF00300.25
WFPJ01000083.1_12,PF00582.29
WFPJ01000094.1_5,PF17136.7
WFPJ01000096.1_2,PF03079.17
WFPJ01000098.1_5,PF00920.24
WFPJ01000099.1_7,PF08770.14
WFPJ01000101.1_7,PF00203.24
WFPJ01000101.1_8,PF00237.22
WFPJ01000101.1_12,PF00366.23
WFPJ01000109.1_5,PF04413.19
WFPJ01000110.1_1,PF13387.9
WFPJ01000110.1_5,PF00902.21
WFPJ01000113.1_21,PF02775.24
WFPJ01000114.1_2,PF00471.23
WFPJ01000114.1_6,PF00687.24
WFPJ01000119.1_7,PF01177.25
WFPJ01000121.1_14,PF04238.15
WFPJ01000121.1_31,PF00034.24
WFPJ01000121.1_60,PF01758.19
WFPJ01000131.1_7,PF09700.13
WFPJ01000143.1_21,PF01435.21
WFPJ01000145.1_11,PF14450.9
WFPJ01000145.1_16,PF00892.23
NC_014926.1_280,PF01176.22
NC_014926.1_283,PF00411.22
NC_014926.1_298,PF01195.22
NC_014926.1_317,PF09719.13
NC_014926.1_351,PF01734.25
NC_014926.1_407,PF00301.23
NC_014926.1_433,PF02511.18
NC_014926.1_451,PF01066.24
NC_014926.1_458,PF05036.16
NC_014926.1_505,PF02602.18
NC_014926.1_524,PF09424.13
NC_014926.1_565,PF04413.19
NC_014926.1_607,PF00990.24
NC_014926.1_624,PF01048.23
NC_014926.1_637,PF14332.9
NC_014926.1_650,PF01019.24
NC_014926.1_654,PF03840.17
NC_014926.1_675,PF02397.19
NC_014926.1_700,PF00881.27
NC_014926.1_730,PF05683.15
NC_014926.1_734,PF00346.22
NC_014926.1_735,PF01257.22
NC_014926.1_738,PF00027.32
NC_014926.1_783,PF14522.9
NC_014926.1_862,PF02321.21
NC_014926.1_898,PF00482.26
NC_014926.1_931,PF09968.12
NC_014926.1_1034,PF00654.23
NC_014926.1_1060,PF03331.16
NC_014926.1_1066,PF01168.23
NC_014926.1_1073,PF04233.17
NC_014926.1_1092,PF06082.14
NC_014926.1_1106,PF03372.26
NC_014926.1_1107,PF01618.19
NC_014926.1_1228,PF00571.31
NC_014926.1_1267,PF03167.22
NC_014926.1_1484,PF00551.22
NC_014926.1_1496,PF01058.25
NC_014926.1_1531,PF08245.15
NC_014926.1_1663,PF02823.19
NC_014917.1_57,PF03743.17
JAFAZD010000010.1_16,PF13453.9
JAFAZD010000138.1_4,PF01797.19
JAFAZD010000151.1_47,PF01850.24
JAFAZD010000200.1_8,PF00698.24
JAFAZD010000210.1_7,PF00410.22
JAFAZD010000108.1_1,PF05343.17
JAFAZD010000209.1_20,PF00719.22
JAFAZD010000126.1_6,PF14885.9
JAFAZD010000035.1_15,PF01936.21
JAFAZD010000363.1_5,PF08869.14
JAFAZD010000182.1_1,PF00128.27
JAFAZD010000282.1_14,PF13630.9
JAFAZD010000282.1_30,PF06964.15
JAFAZD010000171.1_10,PF00528.25
JAFAZD010000395.1_9,PF00933.24
JAFAZD010000111.1_10,PF00697.25
JAFAZD010000155.1_19,PF00364.25
JAFAZD010000337.1_1,PF01427.20
JAFAZD010000394.1_18,PF05721.16
JAFAZD010000147.1_6,PF01121.23
JAFAZD010000343.1_6,PF01975.20
JAFAZD010000265.1_5,PF00032.20
JAFAZD010000122.1_1,PF00884.26
JAFAZD010000166.1_14,PF03738.17
JAFAZD010000110.1_4,PF13580.9
JAFAZD010000208.1_20,PF01865.19
JAFAZD010000208.1_23,PF01557.21
JAFAZD010000208.1_28,PF01841.22
JAFAZD010000078.1_4,PF10387.12
JAFAZD010000192.1_8,PF01052.23
JAFAZD010000313.1_9,PF04296.16
JAFAZD010000152.1_2,PF07596.14
JAFAZD010000048.1_13,PF20329.1
JAFAZD010000099.1_7,PF04972.20
JAFAZD010000305.1_11,PF00162.22
JAFAZD010000372.1_25,PF05685.15
JAFAZD010000295.1_3,PF01127.25
JAFAZD010000168.1_16,PF05258.15
JAFAZD010000379.1_13,PF13472.9
JAFAZD010000175.1_1,PF01425.24
CAIWTR010000003.1_1,PF07583.14
CAIWTR010000021.1_2,PF07394.15
CAIWTR010000030.1_5,PF12728.10
CAIWTR010000064.1_2,PF00248.24
CAIWTR010000075.1_5,PF01613.21
CAIWTR010000080.1_3,PF00581.23
CAIWTR010000094.1_6,PF01420.22
CAIWTR010000135.1_2,PF07394.15
CAIWTR010000145.1_5,PF03692.18
CAIWTR010000181.1_5,PF01381.25
CAIWTR010000227.1_5,PF11127.11
CAIWTR010000257.1_1,PF00999.24
CAIWTR010000290.1_4,PF00578.24
CAIWTR010000296.1_4,PF08245.15
CAIWTR010000303.1_10,PF03840.17
CAIWTR010000307.1_2,PF00881.27
CAIWTR010000307.1_3,PF01741.21
CAIWTR010000316.1_4,PF02321.21
CAIWTR010000384.1_3,PF00501.31
CAIWTR010000427.1_3,PF02673.21
CAIWTR010000447.1_2,PF07394.15
CAIWTR010000471.1_4,PF00719.22
CAIWTR010000473.1_4,PF04199.16
CAIWTR010000530.1_3,PF01053.23
CAIWTR010000545.1_2,PF11382.11
CAIWTR010000545.1_11,PF00873.22
CAIWTR010000553.1_5,PF03379.16
CAIWTR010000558.1_18,PF00294.27
CAIWTR010000572.1_5,PF02661.21
CAIWTR010000576.1_5,PF12679.10
CAIWTR010000597.1_5,PF02894.20
CAIWTR010000600.1_2,PF01757.25
CAIWTR010000601.1_10,PF00444.21
CAIWTR010000601.1_16,PF01416.23
CAIWTR010000601.1_17,PF00572.21
CAIWTR010000602.1_1,PF14584.9
CAIWTR010000610.1_13,PF01566.21
CAIWTR010000617.1_4,PF01197.21
CAIWTR010000629.1_1,PF06964.15
CAIWTR010000646.1_8,PF03934.16
CAIWTR010000677.1_6,PF02469.25
CAIWTR010000695.1_2,PF00072.27
CAIWTR010000739.1_1,PF00551.22
SHMX01000001.1_13,PF01636.26
SHMX01000001.1_80,PF01975.20
SHMX01000001.1_109,PF01940.19
SHMX01000001.1_475,PF12675.10
SHMX01000001.1_476,PF05559.14
SHMX01000001.1_548,PF00730.28
SHMX01000001.1_552,PF07311.15
SHMX01000001.1_618,PF13240.9
SHMX01000002.1_123,PF01757.25
SHMX01000002.1_128,PF01451.24
SHMX01000002.1_230,PF01399.30
SHMX01000002.1_242,PF00571.31
SHMX01000002.1_261,PF01467.29
SHMX01000002.1_267,PF01997.19
SHMX01000002.1_288,PF00809.25
SHMX01000002.1_290,PF04756.16
SHMX01000002.1_337,PF00009.30
SHMX01000002.1_411,PF01935.20
SHMX01000002.1_512,PF02579.20
SHMX01000002.1_531,PF02566.22
SHMX01000002.1_600,PF02566.22
SHMX01000003.1_417,PF01758.19
SHMX01000003.1_439,PF06197.16
SHMX01000003.1_452,PF01642.25
SHMX01000004.1_310,PF07995.14
SHMX01000004.1_328,PF18884.3
SHMX01000005.1_62,PF01565.26
SHMX01000005.1_91,PF13353.9
SHMX01000006.1_49,PF06267.15
SHMX01000006.1_94,PF06467.17
SHMX01000006.1_124,PF00579.28
SHMX01000006.1_147,PF01022.23
SHMX01000010.1_8,PF02754.19
SHMX01000010.1_47,PF05163.15
SHMX01000012.1_17,PF00327.23
JAEOSL010000009.1_15,PF14544.9
JAEOSL010000009.1_26,PF02687.24
JAEOSL010000009.1_44,PF02830.21
JAEOSL010000071.1_6,PF03357.24
JAEOSL010000011.1_7,PF00626.25
JAEOSL010000079.1_5,PF04015.15
JAEOSL010000080.1_16,PF01875.20
JAEOSL010000084.1_2,PF00118.27
JAEOSL010000084.1_10,PF01555.21
JAEOSL010000089.1_9,PF01916.20
JAEOSL010000090.1_12,PF01814.26
JAEOSL010000094.1_5,PF01935.20
JAEOSL010000096.1_11,PF00850.22
JAEOSL010000097.1_7,PF03692.18
JAEOSL010000099.1_5,PF00410.22
JAEOSL010000014.1_8,PF00867.21
JAEOSL010000002.1_64,PF11392.11
JAEOSL010000002.1_100,PF01384.23
JAEOSL010000107.1_7,PF01261.27
JAEOSL010000004.1_45,PF04952.17
JAEOSL010000004.1_80,PF07282.14
JAEOSL010000018.1_5,PF00496.25
JAEOSL010000116.1_3,PF07282.14
JAEOSL010000199.1_3,PF01920.23
JAEOSL010000022.1_24,PF00025.24
JAEOSL010000125.1_7,PF02007.21
JAEOSL010000127.1_1,PF00432.24
JAEOSL010000202.1_2,PF00296.23
JAEOSL010000025.1_24,PF01026.24
JAEOSL010000005.1_80,PF00296.23
JAEOSL010000027.1_12,PF00082.25
JAEOSL010000028.1_28,PF20208.1
JAEOSL010000031.1_23,PF01784.21
JAEOSL010000033.1_31,PF00923.22
JAEOSL010000134.1_6,PF01642.25
JAEOSL010000034.1_15,PF01208.20
JAEOSL010000038.1_13,PF12679.10
JAEOSL010000042.1_12,PF01993.21
JAEOSL010000047.1_21,PF01364.21
JAEOSL010000142.1_1,PF02926.20
JAEOSL010000049.1_13,PF01063.22
JAEOSL010000007.1_21,PF01922.20
JAEOSL010000051.1_17,PF01996.19
JAEOSL010000055.1_5,PF04015.15
JAGPKD010000036.1_4,PF00132.27
JAGPKD010000039.1_10,PF02542.19
JAGPKD010000042.1_3,PF13263.9
JAGPKD010000005.1_26,PF03480.16
JAGPKD010000046.1_3,PF01416.23
JAGPKD010000001.1_3,PF00543.25
JAGPKD010000001.1_24,PF10865.11
JAGPKD010000051.1_2,PF01899.19
JAGPKD010000052.1_8,PF07963.15
JAGPKD010000054.1_7,PF11146.11
JAGPKD010000007.1_7,PF01990.20
JAGPKD010000007.1_24,PF00227.29
JAGPKD010000007.1_34,PF01746.24
JAGPKD010000068.1_1,PF01026.24
JAGPKD010000070.1_3,PF00155.24
JAGPKD010000009.1_6,PF06808.15
JAGPKD010000010.1_6,PF01712.22
JAGPKD010000010.1_11,PF02632.17
JAGPKD010000086.1_5,PF02653.19
JAGPKD010000090.1_1,PF01314.21
JAGPKD010000092.1_6,PF00466.23
JAGPKD010000096.1_1,PF00294.27
JAGPKD010000016.1_18,PF03401.17
JAGPKD010000017.1_8,PF06808.15
JAGPKD010000017.1_9,PF04290.15
JAGPKD010000017.1_16,PF10369.12
JAGPKD010000109.1_1,PF02882.22
JAGPKD010000112.1_4,PF01555.21
JAGPKD010000114.1_2,PF01145.28
JAGPKD010000018.1_7,PF00589.25
JAGPKD010000018.1_16,PF07929.14
JAGPKD010000022.1_13,PF04290.15
JAGPKD010000002.1_18,PF00825.21
JAGPKD010000139.1_1,PF08264.16
JAGPKD010000145.1_1,PF01451.24
JAGPKD010000145.1_4,PF02511.18
JAGPKD010000029.1_7,PF01966.25
JAGPKD010000160.1_3,PF01837.19
JAGPKD010000031.1_12,PF01098.22
JAGPKD010000032.1_1,PF01264.24
JAGPKD010000033.1_6,PF19928.2
JAGPKD010000033.1_7,PF02229.19
JAGPKD010000034.1_5,PF01937.22
JAHIPN010000106.1_13,PF04055.24
JAHIPN010000113.1_1,PF00953.24
JAHIPN010000120.1_5,PF00144.27
JAHIPN010000120.1_10,PF01475.22
JAHIPN010000127.1_3,PF02511.18
JAHIPN010000136.1_5,PF01863.20
JAHIPN010000146.1_3,PF06050.16
JAHIPN010000147.1_3,PF01066.24
JAHIPN010000179.1_12,PF00468.20
JAHIPN010000181.1_1,PF01051.24
JAHIPN010000183.1_4,PF15919.8
JAHIPN010000187.1_8,PF04041.16
JAHIPN010000466.1_2,PF01609.24
JAHIPN010000190.1_6,PF00486.31
JAHIPN010000194.1_8,PF00171.25
JAHIPN010000208.1_5,PF00557.27
JAHIPN010000223.1_3,PF00348.20
JAHIPN010000227.1_3,PF03702.17
JAHIPN010000237.1_2,PF01609.24
JAHIPN010000240.1_2,PF02368.21
JAHIPN010000249.1_5,PF01592.19
JAHIPN010000462.1_2,PF00155.24
JAHIPN010000285.1_1,PF00575.26
JAHIPN010000289.1_6,PF09926.12
JAHIPN010000303.1_3,PF02547.18
JAHIPN010000311.1_7,PF00676.23
JAHIPN010000315.1_23,PF00535.29
JAHIPN010000003.1_1,PF04230.16
JAHIPN010000036.1_1,PF01058.25
JAHIPN010000345.1_1,PF00953.24
JAHIPN010000463.1_4,PF10592.12
JAHIPN010000364.1_4,PF13807.9
JAHIPN010000366.1_7,PF03061.25
JAHIPN010000378.1_4,PF00078.30
JAHIPN010000384.1_6,PF13286.9
JAHIPN010000403.1_1,PF13407.9
JAHIPN010000405.1_5,PF03061.25
JAHIPN010000044.1_1,PF00665.29
JAHIPN010000412.1_2,PF05036.16
JAHIPN010000413.1_3,PF03739.17
JAHIPN010000416.1_1,PF00795.25
JAHIPN010000051.1_1,PF00343.23
JAHIPN010000442.1_2,PF02075.20
JAHIPN010000445.1_2,PF00571.31
JAHIPN010000059.1_20,PF03099.22
JAHIPN010000084.1_3,PF18306.4
JAHIPN010000086.1_2,PF07963.15
JAHDNF010000005.1_3,PF04536.17
JAHDNF010000005.1_78,PF02965.20
JAHDNF010000025.1_26,PF00293.31
JAHDNF010000024.1_2,PF08463.13
JAHDNF010000002.1_11,PF08241.15
JAHDNF010000002.1_12,PF01384.23
JAHDNF010000002.1_40,PF09992.12
JAHDNF010000002.1_175,PF06835.16
JAHDNF010000002.1_183,PF00694.22
JAHDNF010000002.1_341,PF00072.27
JAHDNF010000002.1_403,PF11249.11
JAHDNF010000002.1_425,PF01041.20
JAHDNF010000008.1_13,PF00364.25
JAHDNF010000008.1_68,PF02660.18
JAHDNF010000008.1_144,PF00669.23
JAHDNF010000006.1_12,PF00149.31
JAHDNF010000006.1_113,PF07584.14
JAHDNF010000006.1_153,PF13103.9
JAHDNF010000012.1_5,PF00696.31
JAHDNF010000032.1_31,PF00877.22
JAHDNF010000001.1_193,PF13231.9
JAHDNF010000001.1_197,PF04290.15
JAHDNF010000003.1_3,PF00535.29
JAHDNF010000003.1_192,PF00348.20
JAHDNF010000016.1_28,PF07977.16
JAHDNF010000016.1_47,PF04773.16
QZJZ01000005.1_17,PF07589.14
QZJZ01000005.1_85,PF02635.18
QZJZ01000071.1_41,PF03934.16
QZJZ01000073.1_10,PF02627.23
QZJZ01000073.1_26,PF13385.9
QZJZ01000105.1_47,PF00581.23
QZJZ01000105.1_49,PF04773.16
QZJZ01000105.1_62,PF05150.15
QZJZ01000094.1_50,PF01957.21
QZJZ01000054.1_53,PF02537.18
QZJZ01000014.1_6,PF00254.31
QZJZ01000015.1_44,PF02049.21
QZJZ01000082.1_15,PF04536.17
QZJZ01000065.1_3,PF01313.22
QZJZ01000065.1_18,PF07596.14
QZJZ01000016.1_21,PF09986.12
QZJZ01000049.1_8,PF07963.15
QZJZ01000049.1_10,PF07963.15
QZJZ01000067.1_12,PF00366.23
QZJZ01000067.1_45,PF07949.15
QZJZ01000087.1_25,PF13396.9
QZJZ01000093.1_19,PF00731.23
QZJZ01000093.1_20,PF01300.21
QZJZ01000085.1_21,PF08443.14
QZJZ01000063.1_3,PF18884.3
QZJZ01000041.1_18,PF02348.22
QZJZ01000053.1_1,PF00881.27
QZJZ01000053.1_12,PF00334.22
QZJZ01000086.1_9,PF03167.22
QZJZ01000068.1_1,PF08713.14
QZJZ01000078.1_27,PF18863.4
QZJZ01000072.1_1,PF02518.29
QZJZ01000072.1_8,PF01066.24
QZJZ01000098.1_1,PF00483.26
QZJZ01000029.1_2,PF01625.24
QZJZ01000018.1_10,PF03425.16
QZJZ01000004.1_3,PF00990.24
QZJZ01000004.1_18,PF03706.16
QZJZ01000024.1_9,PF00697.25
QZJZ01000022.1_5,PF01553.24
QZJZ01000069.1_2,PF03279.16
QZJZ01000028.1_7,PF10502.12
QZJZ01000084.1_16,PF01329.22
QZJZ01000045.1_1,PF08668.15
QZJZ01000033.1_4,PF03993.15
QZJZ01000102.1_2,PF07813.15
QZJZ01000052.1_7,PF00365.23
QZJZ01000103.1_11,PF01618.19
QZJZ01000002.1_6,PF04290.15
QZJZ01000057.1_1,PF07885.19
QMNL01000001.1_17,PF18306.4
QMNL01000003.1_17,PF00366.23
QMNL01000003.1_32,PF00416.25
QMNL01000005.1_17,PF03961.16
QMNL01000005.1_18,PF07238.17
QMNL01000006.1_8,PF09991.12
QMNL01000006.1_12,PF01195.22
QMNL01000007.1_10,PF00813.23
QMNL01000010.1_2,PF01564.20
QMNL01000010.1_9,PF00482.26
QMNL01000011.1_2,PF01052.23
QMNL01000015.1_4,PF01297.20
QMNL01000021.1_3,PF01026.24
QMNL01000024.1_4,PF13248.9
QMNL01000034.1_3,PF05164.16
QMNL01000039.1_4,PF05157.18
QMNL01000391.1_1,PF00902.21
QMNL01000053.1_2,PF00474.20
QMNL01000053.1_8,PF02075.20
QMNL01000080.1_5,PF01618.19
QMNL01000099.1_2,PF01197.21
QMNL01000108.1_4,PF13510.9
QMNL01000130.1_8,PF01257.22
QMNL01000132.1_1,PF03787.18
QMNL01000136.1_5,PF02700.17
QMNL01000156.1_1,PF04055.24
QMNL01000172.1_6,PF01032.21
QMNL01000203.1_3,PF07602.14
QMNL01000215.1_3,PF17209.6
QMNL01000226.1_4,PF01297.20
QMNL01000233.1_3,PF02361.19
QMNL01000252.1_2,PF16841.8
QMNL01000259.1_3,PF00872.21
QMNL01000294.1_2,PF09559.13
QMNL01000374.1_3,PF00701.25
JAFGIT010000298.1_5,PF00557.27
JAFGIT010000308.1_1,PF01592.19
JAFGIT010000309.1_5,PF00348.20
JAFGIT010000309.1_6,PF04055.24
JAFGIT010000310.1_2,PF14907.9
JAFGIT010000310.1_6,PF04191.16
JAFGIT010000311.1_4,PF01613.21
JAFGIT010000321.1_1,PF03030.19
JAFGIT010000036.1_2,PF02677.17
JAFGIT010000348.1_7,PF01258.20
JAFGIT010000350.1_8,PF18480.4
JAFGIT010000351.1_2,PF00551.22
JAFGIT010000367.1_12,PF03808.16
JAFGIT010000368.1_5,PF13483.9
JAFGIT010000390.1_13,PF02561.17
JAFGIT010000398.1_9,PF00082.25
JAFGIT010000402.1_8,PF01957.21
JAFGIT010000423.1_4,PF07602.14
JAFGIT010000047.1_2,PF02652.17
JAFGIT010000057.1_4,PF00691.23
JAFGIT010000059.1_3,PF00535.29
JAFGIT010000079.1_5,PF06245.14
JAFGIT010000001.1_14,PF00528.25
JAFGIT010000085.1_7,PF07602.14
JAFGIT010000086.1_12,PF02508.17
JAFGIT010000010.1_9,PF01075.20
JAFGIT010000099.1_4,PF00691.23
JAFGIT010000101.1_3,PF01168.23
JAFGIT010000114.1_2,PF01075.20
JAFGIT010000130.1_2,PF00156.30
JAFGIT010000149.1_4,PF10049.12
JAFGIT010000159.1_15,PF02033.21
JAFGIT010000017.1_2,PF02146.20
JAFGIT010000019.1_5,PF02852.25
JAFGIT010000192.1_5,PF00015.24
JAFGIT010000196.1_2,PF13231.9
JAFGIT010000203.1_12,PF13580.9
JAFGIT010000205.1_7,PF04326.17
JAFGIT010000207.1_1,PF07977.16
JAFGIT010000219.1_7,PF01256.20
JAFGIT010000235.1_12,PF08544.16
JAFGIT010000236.1_10,PF00203.24
JAFGIT010000240.1_1,PF00221.22
JAFGIT010000246.1_2,PF13490.9
JAFGIT010000264.1_5,PF01195.22
JAFGIT010000269.1_4,PF02049.21
JAGVWA010000018.1_6,PF01351.21
JAGVWA010000018.1_21,PF09987.12
JAGVWA010000018.1_26,PF00252.21
JAGVWA010000018.1_29,PF01877.20
JAGVWA010000018.1_68,PF00696.31
JAGVWA010000018.1_70,PF01850.24
JAGVWA010000001.1_16,PF12705.10
JAGVWA010000001.1_32,PF00005.30
JAGVWA010000001.1_77,PF07995.14
JAGVWA010000001.1_83,PF05016.18
JAGVWA010000001.1_86,PF01381.25
JAGVWA010000001.1_102,PF14528.9
JAGVWA010000001.1_133,PF07521.15
JAGVWA010000001.1_135,PF04307.17
JAGVWA010000020.1_16,PF02002.20
JAGVWA010000020.1_17,PF01994.19
JAGVWA010000020.1_19,PF04014.21
JAGVWA010000020.1_21,PF16473.8
JAGVWA010000020.1_22,PF04032.19
JAGVWA010000020.1_25,PF01198.22
JAGVWA010000020.1_44,PF10130.12
JAGVWA010000013.1_13,PF13385.9
JAGVWA010000013.1_16,PF02643.18
JAGVWA010000013.1_21,PF00590.23
JAGVWA010000014.1_20,PF02643.18
JAGVWA010000014.1_26,PF00398.23
JAGVWA010000014.1_42,PF04406.17
JAGVWA010000014.1_50,PF10026.12
JAGVWA010000014.1_66,PF01176.22
JAGVWA010000002.1_13,PF09721.13
JAGVWA010000002.1_17,PF13620.9
JAGVWA010000002.1_57,PF00437.23
JAGVWA010000002.1_80,PF04021.15
JAGVWA010000015.1_3,PF00705.21
JAGVWA010000015.1_30,PF00482.26
JAGVWA010000015.1_32,PF09754.12
JAGVWA010000009.1_24,PF00892.23
JAGVWA010000009.1_31,PF00464.22
JAGVWA010000010.1_21,PF00177.24
JAGVWA010000010.1_24,PF00338.25
JAGVWA010000010.1_37,PF00276.23
JAGVWA010000011.1_7,PF05016.18
JAGVWA010000004.1_22,PF05854.14
JAGVWA010000004.1_39,PF10884.11
JAGVWA010000004.1_48,PF01925.22
JAGVWA010000008.1_17,PF09952.12
JAGVWA010000008.1_19,PF06550.14
JAGVWA010000016.1_4,PF01253.25
JAGVWA010000016.1_20,PF00344.23
JAGVWA010000005.1_17,PF00572.21
JAGVWA010000005.1_21,PF00318.23
JAGVWA010000005.1_56,PF00156.30
JAGVWA010000005.1_72,PF01381.25
JAGVWA010000005.1_76,PF00482.26
JAGVWA010000005.1_86,PF07826.14
JAGVWA010000006.1_24,PF01269.20
JAGVWA010000006.1_34,PF00557.27
JAGVWA010000006.1_42,PF01040.21
JAGVWA010000007.1_15,PF13521.9
JAGVWA010000007.1_46,PF04214.16
WAMD01000002.1_8,PF07521.15
WAMD01000003.1_5,PF09335.14
WAMD01000004.1_22,PF01171.23
WAMD01000004.1_26,PF01142.21
WAMD01000004.1_30,PF01699.27
WAMD01000005.1_2,PF02572.18
WAMD01000008.1_5,PF00177.24
WAMD01000008.1_11,PF01951.19
WAMD01000009.1_3,PF04011.15
WAMD01000009.1_4,PF09972.12
WAMD01000010.1_7,PF02163.25
WAMD01000010.1_34,PF05559.14
