genome_accession,protein_id,category
RS_GCF_001719045.1,NZ_CP015423.1_2383,positive
RS_GCF_001719045.1,NZ_CP015423.1_3540,positive
RS_GCF_001719045.1,NZ_CP015423.1_3660,positive
RS_GCF_001719045.1,NZ_CP015423.1_3768,positive
RS_GCF_001719045.1,NZ_CP015423.1_3831,positive
RS_GCF_001719045.1,NZ_CP015423.1_4901,positive
RS_GCF_003010495.1,NZ_CP027570.1_695,positive
RS_GCF_003010495.1,NZ_CP027570.1_1074,positive
RS_GCF_003010495.1,NZ_CP027570.1_1212,positive
RS_GCF_003010495.1,NZ_CP027570.1_1746,positive
RS_GCF_013302405.1,NZ_JAAIPW010000011.1_73,positive
RS_GCF_013302405.1,NZ_JAAIPW010000016.1_77,positive
RS_GCF_013302405.1,NZ_JAAIPW010000018.1_9,positive
RS_GCF_013302405.1,NZ_JAAIPW010000001.1_32,positive
RS_GCF_013302405.1,NZ_JAAIPW010000007.1_61,positive
RS_GCF_013302405.1,NZ_JAAIPW010000008.1_2,positive
RS_GCF_013302405.1,NZ_JAAIPW010000008.1_3,positive
RS_GCF_014334015.1,NZ_CP060488.1_842,positive
RS_GCF_014334015.1,NZ_CP060488.1_1293,positive
RS_GCF_014334015.1,NZ_CP060488.1_1502,positive
RS_GCF_014334015.1,NZ_CP060488.1_1736,positive
RS_GCF_014334015.1,NZ_CP060488.1_2563,positive
RS_GCF_014334015.1,NZ_CP060488.1_2564,positive
RS_GCF_014334015.1,NZ_CP060488.1_2670,positive
RS_GCF_014334015.1,NZ_CP060488.1_2757,positive
RS_GCF_014334015.1,NZ_CP060488.1_3073,positive
RS_GCF_014334015.1,NZ_CP060488.1_3215,positive
RS_GCF_014334015.1,NZ_CP060488.1_3463,positive
RS_GCF_014334015.1,NZ_CP060488.1_3697,positive
RS_GCF_014334015.1,NZ_CP060488.1_3743,positive
RS_GCF_014334015.1,NZ_CP060488.1_3908,positive
RS_GCF_014334015.1,NZ_CP060488.1_4532,positive
RS_GCF_014334015.1,NZ_CP060488.1_4629,positive
RS_GCF_014334015.1,NZ_CP060488.1_4800,positive
RS_GCF_016107545.1,NZ_JABASS010000012.1_36,positive
RS_GCF_016107545.1,NZ_JABASS010000003.1_20,positive
RS_GCF_016107545.1,NZ_JABASS010000003.1_55,positive
RS_GCF_016107545.1,NZ_JABASS010000003.1_88,positive
RS_GCF_016107545.1,NZ_JABASS010000006.1_37,positive
RS_GCF_016107545.1,NZ_JABASS010000009.1_46,positive
RS_GCF_018131225.1,NZ_JAFCMM010000001.1_318,positive
RS_GCF_018131225.1,NZ_JAFCMM010000001.1_775,positive
RS_GCF_018131225.1,NZ_JAFCMM010000001.1_943,positive
RS_GCF_018131225.1,NZ_JAFCMM010000001.1_1391,positive
RS_GCF_018131225.1,NZ_JAFCMM010000001.1_1414,positive
RS_GCF_018131225.1,NZ_JAFCMM010000001.1_1451,positive
RS_GCF_018131225.1,NZ_JAFCMM010000011.1_14,positive
RS_GCF_018131225.1,NZ_JAFCMM010000003.1_345,positive
RS_GCF_018131225.1,NZ_JAFCMM010000003.1_817,positive
RS_GCF_018131225.1,NZ_JAFCMM010000004.1_351,positive
RS_GCF_018131225.1,NZ_JAFCMM010000004.1_352,positive
RS_GCF_018131225.1,NZ_JAFCMM010000004.1_639,positive
RS_GCF_018131225.1,NZ_JAFCMM010000005.1_512,positive
RS_GCF_018131225.1,NZ_JAFCMM010000005.1_577,positive
RS_GCF_018131225.1,NZ_JAFCMM010000005.1_648,positive
RS_GCF_018131225.1,NZ_JAFCMM010000006.1_401,positive
RS_GCF_018131225.1,NZ_JAFCMM010000007.1_54,positive
RS_GCF_018131225.1,NZ_JAFCMM010000007.1_129,positive
RS_GCF_018131225.1,NZ_JAFCMM010000009.1_40,positive
RS_GCF_900142785.1,NZ_FRCD01000018.1_106,positive
RS_GCF_900142785.1,NZ_FRCD01000003.1_161,positive
RS_GCF_900142785.1,NZ_FRCD01000003.1_304,positive
RS_GCF_900142785.1,NZ_FRCD01000014.1_67,positive
RS_GCF_900142785.1,NZ_FRCD01000022.1_43,positive
RS_GCF_900142785.1,NZ_FRCD01000013.1_30,positive
RS_GCF_900142785.1,NZ_FRCD01000004.1_265,positive
RS_GCF_900142785.1,NZ_FRCD01000005.1_21,positive
RS_GCF_900142785.1,NZ_FRCD01000005.1_53,positive
RS_GCF_900142785.1,NZ_FRCD01000001.1_115,positive
RS_GCF_900142785.1,NZ_FRCD01000023.1_54,positive
RS_GCF_900142785.1,NZ_FRCD01000026.1_5,positive
RS_GCF_900142785.1,NZ_FRCD01000007.1_103,positive
RS_GCF_900142785.1,NZ_FRCD01000034.1_15,positive
RS_GCF_900142785.1,NZ_FRCD01000012.1_18,positive
RS_GCF_900142785.1,NZ_FRCD01000009.1_29,positive
RS_GCF_900217235.1,NZ_LT907975.1_13,positive
RS_GCF_900217235.1,NZ_LT907975.1_142,positive
RS_GCF_900217235.1,NZ_LT907975.1_356,positive
RS_GCF_900217235.1,NZ_LT907975.1_543,positive
RS_GCF_900217235.1,NZ_LT907975.1_1008,positive
RS_GCF_900217235.1,NZ_LT907975.1_1372,positive
RS_GCF_900217235.1,NZ_LT907975.1_2140,positive
RS_GCF_900217235.1,NZ_LT907975.1_2936,positive
RS_GCF_900217235.1,NZ_LT907975.1_3217,positive
RS_GCF_900217235.1,NZ_LT907975.1_3807,positive
RS_GCF_900217235.1,NZ_LT907975.1_3916,positive
RS_GCF_900696045.1,NZ_LR216287.1_265,positive
RS_GCF_900696045.1,NZ_LR216287.1_905,positive
RS_GCF_900696045.1,NZ_LR216287.1_940,positive
RS_GCF_900696045.1,NZ_LR216287.1_1318,positive
RS_GCF_900696045.1,NZ_LR216287.1_1475,positive
RS_GCF_900696045.1,NZ_LR216287.1_1970,positive
RS_GCF_900696045.1,NZ_LR216287.1_2824,positive
RS_GCF_900696045.1,NZ_LR216287.1_2953,positive
GB_GCA_000147015.1,CP002161.1_4,positive
GB_GCA_000402295.1,AQRW01000004.1_3,positive
GB_GCA_000402295.1,AQRW01000022.1_1,positive
GB_GCA_000402295.1,AQRW01000081.1_4,positive
GB_GCA_000402295.1,AQRW01000101.1_7,positive
GB_GCA_000402295.1,AQRW01000121.1_14,positive
GB_GCA_000402295.1,AQRW01000129.1_15,positive
GB_GCA_000402295.1,AQRW01000145.1_3,positive
GB_GCA_000402295.1,AQRW01000146.1_8,positive
GB_GCA_000402295.1,AQRW01000152.1_3,positive
GB_GCA_000402295.1,AQRW01000169.1_7,positive
GB_GCA_000402295.1,AQRW01000178.1_10,positive
GB_GCA_000402295.1,AQRW01000185.1_9,positive
GB_GCA_000402295.1,AQRW01000190.1_29,positive
GB_GCA_000402295.1,AQRW01000190.1_54,positive
GB_GCA_000494225.1,AWOA01000003.1_8,positive
GB_GCA_000494225.1,AWOA01000012.1_17,positive
GB_GCA_000494225.1,AWOA01000023.1_18,positive
GB_GCA_000494225.1,AWOA01000040.1_12,positive
GB_GCA_000494225.1,AWOA01000058.1_3,positive
GB_GCA_000494225.1,AWOA01000080.1_13,positive
GB_GCA_000494225.1,AWOA01000091.1_1,positive
GB_GCA_000494225.1,AWOA01000111.1_1,positive
GB_GCA_000739515.1,DF820461.1_54,positive
GB_GCA_000739515.1,DF820461.1_217,positive
GB_GCA_000739515.1,DF820461.1_331,positive
GB_GCA_000739515.1,DF820460.1_100,positive
GB_GCA_000739515.1,DF820460.1_244,positive
GB_GCA_000739515.1,DF820460.1_287,positive
GB_GCA_000739515.1,DF820460.1_532,positive
GB_GCA_000739515.1,DF820459.1_497,positive
GB_GCA_000739515.1,DF820459.1_647,positive
GB_GCA_000739515.1,DF820459.1_788,positive
GB_GCA_000739515.1,DF820459.1_870,positive
GB_GCA_000739515.1,DF820458.1_62,positive
GB_GCA_000739515.1,DF820458.1_77,positive
GB_GCA_000739515.1,DF820458.1_673,positive
GB_GCA_000739515.1,DF820457.1_27,positive
GB_GCA_000739515.1,DF820457.1_343,positive
GB_GCA_000739515.1,DF820457.1_729,positive
GB_GCA_000739515.1,DF820456.1_257,positive
GB_GCA_000739515.1,DF820455.1_240,positive
GB_GCA_000739515.1,DF820455.1_431,positive
GB_GCA_000739515.1,DF820455.1_432,positive
GB_GCA_000739515.1,DF820455.1_1035,positive
GB_GCA_000739515.1,DF820455.1_1248,positive
GB_GCA_001004885.1,LCRX01000005.1_10,positive
GB_GCA_001004885.1,LCRX01000019.1_4,positive
GB_GCA_001303705.1,LJUI01000008.1_36,positive
GB_GCA_001303705.1,LJUI01000015.1_20,positive
GB_GCA_001303705.1,LJUI01000142.1_6,positive
GB_GCA_001303705.1,LJUI01000030.1_18,positive
GB_GCA_001303705.1,LJUI01000177.1_7,positive
GB_GCA_001304015.1,LJUY01000031.1_9,positive
GB_GCA_001304015.1,LJUY01000077.1_2,positive
GB_GCA_001304015.1,LJUY01000049.1_7,positive
GB_GCA_001304015.1,LJUY01000003.1_3,positive
GB_GCA_001304035.1,LJUD01000059.1_12,positive
GB_GCA_001304035.1,LJUD01000067.1_4,positive
GB_GCA_001304035.1,LJUD01000080.1_1,positive
GB_GCA_001304035.1,LJUD01000123.1_1,positive
GB_GCA_001304035.1,LJUD01000126.1_12,positive
GB_GCA_001304035.1,LJUD01000181.1_8,positive
GB_GCA_001304035.1,LJUD01000199.1_1,positive
GB_GCA_001304035.1,LJUD01000245.1_5,positive
GB_GCA_001304035.1,LJUD01000276.1_9,positive
GB_GCA_001304035.1,LJUD01000020.1_13,positive
GB_GCA_001304035.1,LJUD01000028.1_6,positive
GB_GCA_001443445.1,LDXN01000007.1_23,positive
GB_GCA_001443445.1,LDXN01000008.1_4,positive
GB_GCA_001443445.1,LDXN01000009.1_47,positive
GB_GCA_001443445.1,LDXN01000020.1_45,positive
GB_GCA_001443445.1,LDXN01000020.1_46,positive
GB_GCA_001443445.1,LDXN01000040.1_22,positive
GB_GCA_001443445.1,LDXN01000051.1_11,positive
GB_GCA_001443445.1,LDXN01000076.1_7,positive
GB_GCA_001462235.1,LIUI01000036.1_41,positive
GB_GCA_001462235.1,LIUI01000048.1_24,positive
GB_GCA_001462235.1,LIUI01000059.1_5,positive
GB_GCA_001462235.1,LIUI01000063.1_5,positive
GB_GCA_001462235.1,LIUI01000088.1_6,positive
GB_GCA_001462235.1,LIUI01000098.1_22,positive
GB_GCA_001462235.1,LIUI01000102.1_18,positive
GB_GCA_001462235.1,LIUI01000128.1_4,positive
GB_GCA_001462235.1,LIUI01000146.1_7,positive
GB_GCA_001462235.1,LIUI01000146.1_13,positive
GB_GCA_001603805.1,LUZY01000009.1_82,positive
GB_GCA_001603805.1,LUZY01000011.1_183,positive
GB_GCA_001603805.1,LUZY01000013.1_41,positive
GB_GCA_001603805.1,LUZY01000013.1_411,positive
GB_GCA_001641225.1,LSMY01000004.1_8,positive
GB_GCA_001641225.1,LSMY01000003.1_31,positive
GB_GCA_001730085.1,MDLB01000006.1_1,positive
GB_GCA_001730085.1,MDLB01000006.1_3,positive
GB_GCA_001730085.1,MDLB01000037.1_6,positive
GB_GCA_001730085.1,MDLB01000075.1_19,positive
GB_GCA_001730085.1,MDLB01000078.1_4,positive
GB_GCA_001771315.1,METK01000005.1_48,positive
GB_GCA_001771315.1,METK01000007.1_26,positive
GB_GCA_001771315.1,METK01000021.1_17,positive
GB_GCA_001774505.1,MFAF01000027.1_4,positive
GB_GCA_001774505.1,MFAF01000033.1_2,positive
GB_GCA_001774505.1,MFAF01000070.1_8,positive
GB_GCA_001774505.1,MFAF01000070.1_9,positive
GB_GCA_001774505.1,MFAF01000082.1_5,positive
GB_GCA_001774505.1,MFAF01000118.1_17,positive
GB_GCA_001774505.1,MFAF01000129.1_5,positive
GB_GCA_001778355.1,MFGS01000046.1_10,positive
GB_GCA_001778355.1,MFGS01000049.1_12,positive
GB_GCA_001778355.1,MFGS01000127.1_2,positive
GB_GCA_001778355.1,MFGS01000180.1_21,positive
GB_GCA_001778355.1,MFGS01000185.1_6,positive
GB_GCA_001784175.1,MFPR01000008.1_3,positive
GB_GCA_001784175.1,MFPR01000011.1_2,positive
GB_GCA_001784175.1,MFPR01000014.1_1,positive
GB_GCA_001784175.1,MFPR01000017.1_155,positive
GB_GCA_001784175.1,MFPR01000019.1_1,positive
GB_GCA_001784175.1,MFPR01000020.1_170,positive
GB_GCA_001784175.1,MFPR01000028.1_34,positive
GB_GCA_001784175.1,MFPR01000028.1_52,positive
GB_GCA_001784175.1,MFPR01000028.1_65,positive
GB_GCA_001790855.1,MGDH01000007.1_8,positive
GB_GCA_001790855.1,MGDH01000011.1_145,positive
GB_GCA_001790855.1,MGDH01000011.1_203,positive
GB_GCA_001790855.1,MGDH01000022.1_91,positive
GB_GCA_001790855.1,MGDH01000022.1_165,positive
GB_GCA_001790855.1,MGDH01000029.1_72,positive
GB_GCA_001790855.1,MGDH01000038.1_56,positive
GB_GCA_001790855.1,MGDH01000042.1_83,positive
GB_GCA_001791795.1,MGFH01000005.1_13,positive
GB_GCA_001791795.1,MGFH01000100.1_6,positive
GB_GCA_001791795.1,MGFH01000131.1_1,positive
GB_GCA_001791795.1,MGFH01000182.1_10,positive
GB_GCA_001791795.1,MGFH01000203.1_7,positive
GB_GCA_001791795.1,MGFH01000206.1_3,positive
GB_GCA_001791795.1,MGFH01000251.1_14,positive
GB_GCA_001797815.1,MGQK01000007.1_2,positive
GB_GCA_001797815.1,MGQK01000009.1_20,positive
GB_GCA_001797815.1,MGQK01000016.1_54,positive
GB_GCA_001797815.1,MGQK01000017.1_18,positive
GB_GCA_001797815.1,MGQK01000017.1_19,positive
GB_GCA_001797815.1,MGQK01000019.1_2,positive
GB_GCA_001797815.1,MGQK01000028.1_10,positive
GB_GCA_001797815.1,MGQK01000050.1_5,positive
GB_GCA_001797815.1,MGQK01000053.1_117,positive
GB_GCA_001797815.1,MGQK01000056.1_16,positive
GB_GCA_001797815.1,MGQK01000068.1_19,positive
GB_GCA_001797815.1,MGQK01000075.1_12,positive
GB_GCA_001797815.1,MGQK01000080.1_46,positive
GB_GCA_001797815.1,MGQK01000092.1_42,positive
GB_GCA_001797815.1,MGQK01000099.1_39,positive
GB_GCA_001797815.1,MGQK01000104.1_5,positive
GB_GCA_001797815.1,MGQK01000114.1_11,positive
GB_GCA_001798265.1,MGRR01000025.1_17,positive
GB_GCA_001798265.1,MGRR01000041.1_5,positive
GB_GCA_001798265.1,MGRR01000045.1_8,positive
GB_GCA_001798265.1,MGRR01000049.1_5,positive
GB_GCA_001798265.1,MGRR01000072.1_1,positive
GB_GCA_001798265.1,MGRR01000083.1_2,positive
GB_GCA_001798265.1,MGRR01000105.1_4,positive
GB_GCA_001798265.1,MGRR01000125.1_2,positive
GB_GCA_001803565.1,MHDQ01000006.1_9,positive
GB_GCA_001803565.1,MHDQ01000007.1_12,positive
GB_GCA_001803565.1,MHDQ01000015.1_2,positive
GB_GCA_001803565.1,MHDQ01000016.1_5,positive
GB_GCA_001803565.1,MHDQ01000020.1_7,positive
GB_GCA_001803565.1,MHDQ01000033.1_1,positive
GB_GCA_001803565.1,MHDQ01000126.1_4,positive
GB_GCA_001803565.1,MHDQ01000193.1_4,positive
GB_GCA_001803565.1,MHDQ01000202.1_1,positive
GB_GCA_001803565.1,MHDQ01000225.1_3,positive
GB_GCA_001803565.1,MHDQ01000236.1_8,positive
GB_GCA_001803565.1,MHDQ01000291.1_8,positive
GB_GCA_001803565.1,MHDQ01000303.1_7,positive
GB_GCA_001803565.1,MHDQ01000305.1_8,positive
GB_GCA_002049825.1,MVCZ01000015.1_9,positive
GB_GCA_002049825.1,MVCZ01000020.1_9,positive
GB_GCA_002049825.1,MVCZ01000206.1_4,positive
GB_GCA_002049825.1,MVCZ01000078.1_1,positive
GB_GCA_002049825.1,MVCZ01000096.1_12,positive
GB_GCA_002049825.1,MVCZ01000170.1_2,positive
GB_GCA_002050035.1,MVCR01000026.1_12,positive
GB_GCA_002050035.1,MVCR01000114.1_8,positive
GB_GCA_002050035.1,MVCR01000040.1_3,positive
GB_GCA_002050035.1,MVCR01000010.1_13,positive
GB_GCA_002050035.1,MVCR01000062.1_10,positive
GB_GCA_002068205.1,MVZB01000036.1_12,positive
GB_GCA_002068205.1,MVZB01000066.1_1,positive
GB_GCA_002068205.1,MVZB01000090.1_3,positive
GB_GCA_002068205.1,MVZB01000159.1_2,positive
GB_GCA_002068205.1,MVZB01000161.1_6,positive
GB_GCA_002068205.1,MVZB01000188.1_5,positive
GB_GCA_002068205.1,MVZB01000193.1_4,positive
GB_GCA_002069765.1,MWBZ01000001.1_89,positive
GB_GCA_002069765.1,MWBZ01000002.1_62,positive
GB_GCA_002069765.1,MWBZ01000018.1_10,positive
GB_GCA_002069765.1,MWBZ01000033.1_20,positive
GB_GCA_002069765.1,MWBZ01000159.1_2,positive
GB_GCA_002069885.1,MWCD01000005.1_9,positive
GB_GCA_002069885.1,MWCD01000007.1_9,positive
GB_GCA_002069885.1,MWCD01000018.1_10,positive
GB_GCA_002069885.1,MWCD01000040.1_11,positive
GB_GCA_002069885.1,MWCD01000056.1_4,positive
GB_GCA_002069885.1,MWCD01000123.1_4,positive
GB_GCA_002070295.1,MWCZ01000059.1_4,positive
GB_GCA_002070295.1,MWCZ01000075.1_8,positive
GB_GCA_002070295.1,MWCZ01000077.1_5,positive
GB_GCA_002070295.1,MWCZ01000087.1_4,positive
GB_GCA_002070295.1,MWCZ01000087.1_8,positive
GB_GCA_002070295.1,MWCZ01000152.1_1,positive
GB_GCA_002070295.1,MWCZ01000174.1_10,positive
GB_GCA_002070295.1,MWCZ01000219.1_1,positive
GB_GCA_002070295.1,MWCZ01000228.1_3,positive
GB_GCA_002070295.1,MWCZ01000240.1_8,positive
GB_GCA_002070295.1,MWCZ01000247.1_4,positive
GB_GCA_002070295.1,MWCZ01000247.1_5,positive
GB_GCA_002070295.1,MWCZ01000269.1_1,positive
GB_GCA_002070295.1,MWCZ01000305.1_3,positive
GB_GCA_002070295.1,MWCZ01000382.1_2,positive
GB_GCA_002070295.1,MWCZ01000400.1_2,positive
GB_GCA_002070295.1,MWCZ01000517.1_1,positive
GB_GCA_002070295.1,MWCZ01000528.1_1,positive
GB_GCA_002070295.1,MWCZ01000535.1_1,positive
GB_GCA_002070295.1,MWCZ01000616.1_1,positive
GB_GCA_002084765.1,NBMB01000003.1_125,positive
GB_GCA_002084765.1,NBMB01000026.1_8,positive
GB_GCA_002084765.1,NBMB01000037.1_38,positive
GB_GCA_002084765.1,NBMB01000038.1_17,positive
GB_GCA_002084765.1,NBMB01000043.1_6,positive
GB_GCA_002084765.1,NBMB01000012.1_49,positive
GB_GCA_002084765.1,NBMB01000058.1_41,positive
GB_GCA_002305615.1,DBPU01000106.1_20,positive
GB_GCA_002305615.1,DBPU01000036.1_16,positive
GB_GCA_002305615.1,DBPU01000004.1_4,positive
GB_GCA_002305615.1,DBPU01000026.1_23,positive
GB_GCA_002305615.1,DBPU01000025.1_44,positive
GB_GCA_002314945.1,DCHV01000011.1_5,positive
GB_GCA_002314945.1,DCHV01000014.1_5,positive
GB_GCA_002314945.1,DCHV01000031.1_26,positive
GB_GCA_002314945.1,DCHV01000096.1_10,positive
GB_GCA_002314945.1,DCHV01000018.1_5,positive
GB_GCA_002314945.1,DCHV01000045.1_1,positive
GB_GCA_002314945.1,DCHV01000045.1_2,positive
GB_GCA_002314945.1,DCHV01000097.1_29,positive
GB_GCA_002314945.1,DCHV01000085.1_2,positive
GB_GCA_002314945.1,DCHV01000075.1_6,positive
GB_GCA_002314945.1,DCHV01000093.1_16,positive
GB_GCA_002327255.1,DCUM01000216.1_2,positive
GB_GCA_002327255.1,DCUM01000211.1_10,positive
GB_GCA_002327255.1,DCUM01000243.1_8,positive
GB_GCA_002327255.1,DCUM01000165.1_19,positive
GB_GCA_002327255.1,DCUM01000038.1_10,positive
GB_GCA_002337455.1,DDGC01000021.1_13,positive
GB_GCA_002337455.1,DDGC01000004.1_233,positive
GB_GCA_002337455.1,DDGC01000011.1_100,positive
GB_GCA_002337455.1,DDGC01000008.1_41,positive
GB_GCA_002337455.1,DDGC01000029.1_80,positive
GB_GCA_002337455.1,DDGC01000030.1_41,positive
GB_GCA_002337455.1,DDGC01000027.1_16,positive
GB_GCA_002337455.1,DDGC01000002.1_173,positive
GB_GCA_002337455.1,DDGC01000006.1_6,positive
GB_GCA_002337455.1,DDGC01000006.1_130,positive
GB_GCA_002337455.1,DDGC01000009.1_39,positive
GB_GCA_002337455.1,DDGC01000014.1_16,positive
GB_GCA_002337455.1,DDGC01000014.1_319,positive
GB_GCA_002345475.1,DDWC01000173.1_6,positive
GB_GCA_002345475.1,DDWC01000118.1_6,positive
GB_GCA_002345475.1,DDWC01000196.1_8,positive
GB_GCA_002345475.1,DDWC01000126.1_15,positive
GB_GCA_002345475.1,DDWC01000220.1_9,positive
GB_GCA_002345475.1,DDWC01000002.1_14,positive
GB_GCA_002345475.1,DDWC01000253.1_8,positive
GB_GCA_002345475.1,DDWC01000195.1_14,positive
GB_GCA_002345475.1,DDWC01000070.1_7,positive
GB_GCA_002347965.1,DDYN01000041.1_12,positive
GB_GCA_002364485.1,DEYK01000002.1_103,positive
GB_GCA_002364485.1,DEYK01000033.1_12,positive
GB_GCA_002364485.1,DEYK01000034.1_23,positive
GB_GCA_002364485.1,DEYK01000007.1_2,positive
GB_GCA_002402105.1,NVVD01000005.1_115,positive
GB_GCA_002402105.1,NVVD01000008.1_50,positive
GB_GCA_002402105.1,NVVD01000010.1_14,positive
GB_GCA_002402105.1,NVVD01000010.1_119,positive
GB_GCA_002402105.1,NVVD01000011.1_1,positive
GB_GCA_002402105.1,NVVD01000011.1_60,positive
GB_GCA_002402105.1,NVVD01000014.1_2,positive
GB_GCA_002402105.1,NVVD01000002.1_222,positive
GB_GCA_002402105.1,NVVD01000015.1_14,positive
GB_GCA_002402105.1,NVVD01000001.1_21,positive
GB_GCA_002402105.1,NVVD01000001.1_246,positive
GB_GCA_002402105.1,NVVD01000018.1_76,positive
GB_GCA_002403115.1,DHHE01000143.1_5,positive
GB_GCA_002403115.1,DHHE01000119.1_2,positive
GB_GCA_002403115.1,DHHE01000209.1_2,positive
GB_GCA_002403115.1,DHHE01000167.1_3,positive
GB_GCA_002403115.1,DHHE01000100.1_9,positive
GB_GCA_002403115.1,DHHE01000032.1_2,positive
GB_GCA_002410925.1,DHPR01000008.1_29,positive
GB_GCA_002410925.1,DHPR01000012.1_30,positive
GB_GCA_002410925.1,DHPR01000012.1_64,positive
GB_GCA_002418945.1,DIFC01000092.1_19,positive
GB_GCA_002418945.1,DIFC01000034.1_8,positive
GB_GCA_002418945.1,DIFC01000069.1_20,positive
GB_GCA_002418945.1,DIFC01000073.1_24,positive
GB_GCA_002418945.1,DIFC01000073.1_28,positive
GB_GCA_002418945.1,DIFC01000008.1_29,positive
GB_GCA_002418945.1,DIFC01000068.1_9,positive
GB_GCA_002418945.1,DIFC01000089.1_37,positive
GB_GCA_002422125.1,DITF01000279.1_3,positive
GB_GCA_002422125.1,DITF01000349.1_14,positive
GB_GCA_002422125.1,DITF01000371.1_2,positive
GB_GCA_002422125.1,DITF01000103.1_2,positive
GB_GCA_002422125.1,DITF01000238.1_10,positive
GB_GCA_002422125.1,DITF01000218.1_7,positive
GB_GCA_002428325.1,DIVR01000048.1_2,positive
GB_GCA_002428325.1,DIVR01000055.1_50,positive
GB_GCA_002428325.1,DIVR01000059.1_3,positive
GB_GCA_002428325.1,DIVR01000045.1_12,positive
GB_GCA_002428325.1,DIVR01000010.1_23,positive
GB_GCA_002428445.1,DIWJ01000041.1_16,positive
GB_GCA_002428445.1,DIWJ01000003.1_20,positive
GB_GCA_002428445.1,DIWJ01000023.1_46,positive
GB_GCA_002428445.1,DIWJ01000040.1_4,positive
GB_GCA_002428445.1,DIWJ01000052.1_64,positive
GB_GCA_002440765.1,DJVC01000068.1_1,positive
GB_GCA_002440765.1,DJVC01000081.1_21,positive
GB_GCA_002440765.1,DJVC01000084.1_5,positive
GB_GCA_002440765.1,DJVC01000072.1_1,positive
GB_GCA_002440765.1,DJVC01000030.1_6,positive
GB_GCA_002440765.1,DJVC01000079.1_21,positive
GB_GCA_002440765.1,DJVC01000079.1_22,positive
GB_GCA_002440765.1,DJVC01000055.1_7,positive
GB_GCA_002440765.1,DJVC01000055.1_8,positive
GB_GCA_002440765.1,DJVC01000062.1_7,positive
GB_GCA_002440765.1,DJVC01000032.1_2,positive
GB_GCA_002441095.1,DJVG01000052.1_17,positive
GB_GCA_002441095.1,DJVG01000002.1_2,positive
GB_GCA_002441095.1,DJVG01000067.1_10,positive
GB_GCA_002441095.1,DJVG01000003.1_13,positive
GB_GCA_002478245.1,DLMW01000056.1_8,positive
GB_GCA_002479805.1,DLPB01000024.1_43,positive
GB_GCA_002479805.1,DLPB01000032.1_21,positive
GB_GCA_002482685.1,DLGL01000015.1_3,positive
GB_GCA_002482685.1,DLGL01000119.1_35,positive
GB_GCA_002482685.1,DLGL01000025.1_12,positive
GB_GCA_002482685.1,DLGL01000080.1_3,positive
GB_GCA_002482685.1,DLGL01000083.1_11,positive
GB_GCA_002501535.1,DLTY01000029.1_36,positive
GB_GCA_002501535.1,DLTY01000009.1_1,positive
GB_GCA_002686915.1,NYYY01000045.1_7,positive
GB_GCA_002686915.1,NYYY01000057.1_8,positive
GB_GCA_002686915.1,NYYY01000065.1_56,positive
GB_GCA_002686915.1,NYYY01000075.1_2,positive
GB_GCA_002686955.1,NYZA01000022.1_2,positive
GB_GCA_002686955.1,NYZA01000099.1_1,positive
GB_GCA_002686955.1,NYZA01000102.1_17,positive
GB_GCA_002686955.1,NYZA01000108.1_56,positive
GB_GCA_002686955.1,NYZA01000246.1_1,positive
GB_GCA_002701645.1,NZWP01000001.1_10,positive
GB_GCA_002709385.1,PAQS01000018.1_10,positive
GB_GCA_002709385.1,PAQS01000018.1_12,positive
GB_GCA_002709385.1,PAQS01000040.1_139,positive
GB_GCA_002715405.1,PAZD01000054.1_3,positive
GB_GCA_002715405.1,PAZD01000054.1_5,positive
GB_GCA_002715405.1,PAZD01000008.1_13,positive
GB_GCA_002715405.1,PAZD01000009.1_4,positive
GB_GCA_002715405.1,PAZD01000029.1_19,positive
GB_GCA_002715405.1,PAZD01000041.1_11,positive
GB_GCA_002715405.1,PAZD01000049.1_35,positive
GB_GCA_002715405.1,PAZD01000061.1_10,positive
GB_GCA_002727195.1,PBWH01000026.1_189,positive
GB_GCA_002727195.1,PBWH01000027.1_156,positive
GB_GCA_002727195.1,PBWH01000006.1_75,positive
GB_GCA_002727195.1,PBWH01000006.1_347,positive
GB_GCA_002727195.1,PBWH01000007.1_113,positive
GB_GCA_002727195.1,PBWH01000007.1_172,positive
GB_GCA_002727195.1,PBWH01000007.1_173,positive
GB_GCA_002727195.1,PBWH01000007.1_185,positive
GB_GCA_002727195.1,PBWH01000007.1_238,positive
GB_GCA_002727195.1,PBWH01000008.1_183,positive
GB_GCA_002727195.1,PBWH01000014.1_257,positive
GB_GCA_002727195.1,PBWH01000014.1_312,positive
GB_GCA_002727195.1,PBWH01000015.1_50,positive
GB_GCA_002727195.1,PBWH01000016.1_28,positive
GB_GCA_002727195.1,PBWH01000003.1_207,positive
GB_GCA_002727195.1,PBWH01000020.1_41,positive
GB_GCA_002727195.1,PBWH01000005.1_12,positive
GB_GCA_002727195.1,PBWH01000005.1_121,positive
GB_GCA_002727195.1,PBWH01000005.1_445,positive
GB_GCA_002727195.1,PBWH01000023.1_11,positive
GB_GCA_002727195.1,PBWH01000023.1_12,positive
